user_id,control_reward,bandit_reward,bandit_arm,cumulative_control_reward,cumulative_bandit_reward
56.0,0,1,buy_one_get_one,9,17
57.0,1,1,buy_one_get_one,10,18
58.0,0,0,buy_one_get_one,10,18
59.0,1,1,buy_one_get_one,11,19
60.0,0,0,buy_one_get_one,11,19
61.0,0,0,buy_one_get_one,11,19
62.0,0,0,25%_off,11,19
63.0,0,0,buy_one_get_one,11,19
64.0,0,0,25%_off,11,19
65.0,0,0,25%_off,11,19
66.0,0,0,10%_off,11,19
67.0,1,1,free_shipping,12,20
68.0,0,1,buy_one_get_one,12,21
69.0,0,1,buy_one_get_one,12,22
70.0,0,0,buy_one_get_one,12,22
71.0,0,0,free_shipping,12,22
72.0,0,0,buy_one_get_one,12,22
73.0,0,0,buy_one_get_one,12,22
74.0,0,0,buy_one_get_one,12,22
75.0,1,0,free_shipping,13,22
76.0,0,0,25%_off,13,22
77.0,0,0,buy_one_get_one,13,22
78.0,0,0,10%_off,13,22
79.0,0,1,buy_one_get_one,13,23
80.0,1,1,buy_one_get_one,14,24
81.0,0,1,buy_one_get_one,14,25
82.0,1,0,buy_one_get_one,15,25
83.0,0,0,buy_one_get_one,15,25
84.0,1,0,buy_one_get_one,16,25
85.0,1,0,free_shipping,17,25
86.0,0,0,free_shipping,17,25
87.0,1,1,10%_off,18,26
88.0,1,1,10%_off,19,27
89.0,0,0,10%_off,19,27
90.0,0,1,buy_one_get_one,19,28
91.0,0,0,10%_off,19,28
92.0,1,1,buy_one_get_one,20,29
93.0,0,0,10%_off,20,29
94.0,0,0,free_shipping,20,29
95.0,0,0,buy_one_get_one,20,29
96.0,0,1,buy_one_get_one,20,30
97.0,0,0,buy_one_get_one,20,30
98.0,0,0,free_shipping,20,30
99.0,0,1,buy_one_get_one,20,31
100.0,0,0,buy_one_get_one,20,31
101.0,1,0,buy_one_get_one,21,31
102.0,0,0,25%_off,21,31
103.0,0,0,buy_one_get_one,21,31
104.0,0,0,10%_off,21,31
105.0,0,1,buy_one_get_one,21,32
106.0,0,0,buy_one_get_one,21,32
107.0,0,0,free_shipping,21,32
108.0,0,0,buy_one_get_one,21,32
109.0,0,1,25%_off,21,33
110.0,0,0,10%_off,21,33
111.0,0,0,25%_off,21,33
112.0,0,0,25%_off,21,33
113.0,1,0,free_shipping,22,33
114.0,0,0,10%_off,22,33
115.0,0,1,buy_one_get_one,22,34
116.0,1,0,buy_one_get_one,23,34
117.0,1,0,25%_off,24,34
118.0,0,0,25%_off,24,34
119.0,1,0,10%_off,25,34
120.0,0,1,buy_one_get_one,25,35
121.0,0,0,buy_one_get_one,25,35
122.0,0,1,buy_one_get_one,25,36
123.0,0,0,buy_one_get_one,25,36
124.0,0,0,buy_one_get_one,25,36
125.0,0,0,25%_off,25,36
126.0,0,0,free_shipping,25,36
127.0,0,0,10%_off,25,36
128.0,0,0,free_shipping,25,36
129.0,0,0,25%_off,25,36
130.0,0,0,buy_one_get_one,25,36
131.0,1,0,buy_one_get_one,26,36
132.0,0,0,25%_off,26,36
133.0,0,0,buy_one_get_one,26,36
134.0,0,1,free_shipping,26,37
135.0,0,1,buy_one_get_one,26,38
136.0,0,0,25%_off,26,38
137.0,1,0,buy_one_get_one,27,38
138.0,0,1,buy_one_get_one,27,39
139.0,0,0,buy_one_get_one,27,39
140.0,0,0,buy_one_get_one,27,39
141.0,0,1,buy_one_get_one,27,40
142.0,0,1,buy_one_get_one,27,41
143.0,1,0,free_shipping,28,41
144.0,1,0,buy_one_get_one,29,41
145.0,0,0,buy_one_get_one,29,41
146.0,1,0,buy_one_get_one,30,41
147.0,0,0,buy_one_get_one,30,41
148.0,1,0,buy_one_get_one,31,41
149.0,0,0,buy_one_get_one,31,41
150.0,1,1,buy_one_get_one,32,42
151.0,0,0,buy_one_get_one,32,42
152.0,0,0,10%_off,32,42
153.0,0,0,10%_off,32,42
154.0,0,0,free_shipping,32,42
155.0,0,0,buy_one_get_one,32,42
156.0,0,0,buy_one_get_one,32,42
157.0,0,0,free_shipping,32,42
158.0,1,0,buy_one_get_one,33,42
159.0,1,1,buy_one_get_one,34,43
160.0,0,0,buy_one_get_one,34,43
161.0,1,0,free_shipping,35,43
162.0,0,0,25%_off,35,43
163.0,0,0,buy_one_get_one,35,43
164.0,0,1,10%_off,35,44
165.0,0,0,10%_off,35,44
166.0,0,0,10%_off,35,44
167.0,0,0,free_shipping,35,44
168.0,1,1,buy_one_get_one,36,45
169.0,0,0,10%_off,36,45
170.0,0,0,buy_one_get_one,36,45
171.0,0,0,buy_one_get_one,36,45
172.0,0,0,10%_off,36,45
173.0,0,0,buy_one_get_one,36,45
174.0,0,1,buy_one_get_one,36,46
175.0,1,1,buy_one_get_one,37,47
176.0,0,0,buy_one_get_one,37,47
177.0,0,0,10%_off,37,47
178.0,1,0,buy_one_get_one,38,47
179.0,0,0,25%_off,38,47
180.0,0,0,buy_one_get_one,38,47
181.0,0,0,buy_one_get_one,38,47
182.0,0,1,buy_one_get_one,38,48
183.0,0,0,buy_one_get_one,38,48
184.0,0,0,buy_one_get_one,38,48
185.0,0,0,10%_off,38,48
186.0,0,0,buy_one_get_one,38,48
187.0,0,0,free_shipping,38,48
188.0,0,0,buy_one_get_one,38,48
189.0,0,1,buy_one_get_one,38,49
190.0,0,1,10%_off,38,50
191.0,0,0,buy_one_get_one,38,50
192.0,1,0,buy_one_get_one,39,50
193.0,0,0,free_shipping,39,50
194.0,0,1,buy_one_get_one,39,51
195.0,0,0,10%_off,39,51
196.0,1,1,buy_one_get_one,40,52
197.0,0,0,buy_one_get_one,40,52
198.0,0,0,10%_off,40,52
199.0,0,1,buy_one_get_one,40,53
200.0,0,0,buy_one_get_one,40,53
201.0,0,0,buy_one_get_one,40,53
202.0,0,0,25%_off,40,53
203.0,0,0,10%_off,40,53
204.0,0,0,buy_one_get_one,40,53
205.0,0,0,buy_one_get_one,40,53
206.0,0,1,buy_one_get_one,40,54
207.0,1,0,buy_one_get_one,41,54
208.0,1,0,free_shipping,42,54
209.0,1,0,buy_one_get_one,43,54
210.0,0,1,10%_off,43,55
211.0,0,0,10%_off,43,55
212.0,1,0,buy_one_get_one,44,55
213.0,0,0,10%_off,44,55
214.0,0,1,10%_off,44,56
215.0,1,0,10%_off,45,56
216.0,0,0,buy_one_get_one,45,56
217.0,0,1,buy_one_get_one,45,57
218.0,1,0,buy_one_get_one,46,57
219.0,0,0,10%_off,46,57
220.0,0,0,10%_off,46,57
221.0,0,0,free_shipping,46,57
222.0,0,0,25%_off,46,57
223.0,0,0,buy_one_get_one,46,57
224.0,0,1,buy_one_get_one,46,58
225.0,0,0,10%_off,46,58
226.0,0,0,buy_one_get_one,46,58
227.0,0,0,buy_one_get_one,46,58
228.0,0,1,buy_one_get_one,46,59
229.0,0,0,buy_one_get_one,46,59
230.0,0,0,buy_one_get_one,46,59
231.0,0,0,buy_one_get_one,46,59
232.0,0,0,buy_one_get_one,46,59
233.0,1,0,10%_off,47,59
234.0,0,0,free_shipping,47,59
235.0,0,1,buy_one_get_one,47,60
236.0,0,1,10%_off,47,61
237.0,0,0,buy_one_get_one,47,61
238.0,1,0,10%_off,48,61
239.0,0,0,buy_one_get_one,48,61
240.0,1,1,buy_one_get_one,49,62
241.0,1,0,buy_one_get_one,50,62
242.0,0,0,buy_one_get_one,50,62
243.0,0,1,buy_one_get_one,50,63
244.0,0,1,buy_one_get_one,50,64
245.0,0,0,25%_off,50,64
246.0,0,1,buy_one_get_one,50,65
247.0,0,1,buy_one_get_one,50,66
248.0,0,0,buy_one_get_one,50,66
249.0,0,0,10%_off,50,66
250.0,0,1,free_shipping,50,67
251.0,1,0,10%_off,51,67
252.0,0,0,free_shipping,51,67
253.0,0,0,free_shipping,51,67
254.0,0,0,10%_off,51,67
255.0,0,1,buy_one_get_one,51,68
256.0,0,0,10%_off,51,68
257.0,0,0,buy_one_get_one,51,68
258.0,0,0,buy_one_get_one,51,68
259.0,0,0,buy_one_get_one,51,68
260.0,0,0,buy_one_get_one,51,68
261.0,0,0,free_shipping,51,68
262.0,1,1,free_shipping,52,69
263.0,0,1,buy_one_get_one,52,70
264.0,0,1,buy_one_get_one,52,71
265.0,0,1,25%_off,52,72
266.0,0,0,free_shipping,52,72
267.0,0,0,10%_off,52,72
268.0,0,1,buy_one_get_one,52,73
269.0,1,0,free_shipping,53,73
270.0,0,0,buy_one_get_one,53,73
271.0,0,0,buy_one_get_one,53,73
272.0,1,0,25%_off,54,73
273.0,0,1,buy_one_get_one,54,74
274.0,0,0,buy_one_get_one,54,74
275.0,0,0,buy_one_get_one,54,74
276.0,0,0,buy_one_get_one,54,74
277.0,0,1,buy_one_get_one,54,75
278.0,0,0,free_shipping,54,75
279.0,0,0,25%_off,54,75
280.0,0,0,buy_one_get_one,54,75
281.0,0,0,free_shipping,54,75
282.0,1,0,buy_one_get_one,55,75
283.0,0,0,10%_off,55,75
284.0,0,0,25%_off,55,75
285.0,0,0,buy_one_get_one,55,75
286.0,0,1,buy_one_get_one,55,76
287.0,0,0,10%_off,55,76
288.0,0,0,free_shipping,55,76
289.0,0,0,buy_one_get_one,55,76
290.0,0,0,free_shipping,55,76
291.0,0,0,buy_one_get_one,55,76
292.0,0,0,buy_one_get_one,55,76
293.0,0,0,buy_one_get_one,55,76
294.0,0,0,10%_off,55,76
295.0,0,0,buy_one_get_one,55,76
296.0,0,0,buy_one_get_one,55,76
297.0,0,0,buy_one_get_one,55,76
298.0,1,0,buy_one_get_one,56,76
299.0,0,0,10%_off,56,76
300.0,0,0,buy_one_get_one,56,76
301.0,1,0,buy_one_get_one,57,76
302.0,0,1,buy_one_get_one,57,77
303.0,0,0,10%_off,57,77
304.0,0,1,buy_one_get_one,57,78
305.0,0,0,buy_one_get_one,57,78
306.0,0,0,25%_off,57,78
307.0,0,0,buy_one_get_one,57,78
308.0,0,0,buy_one_get_one,57,78
309.0,0,0,10%_off,57,78
310.0,0,0,buy_one_get_one,57,78
311.0,0,1,buy_one_get_one,57,79
312.0,0,1,buy_one_get_one,57,80
313.0,0,0,25%_off,57,80
314.0,1,0,buy_one_get_one,58,80
315.0,0,1,buy_one_get_one,58,81
316.0,0,0,buy_one_get_one,58,81
317.0,0,0,buy_one_get_one,58,81
318.0,0,0,buy_one_get_one,58,81
319.0,0,0,10%_off,58,81
320.0,0,0,buy_one_get_one,58,81
321.0,0,0,buy_one_get_one,58,81
322.0,0,0,10%_off,58,81
323.0,0,0,free_shipping,58,81
324.0,0,1,25%_off,58,82
325.0,0,1,buy_one_get_one,58,83
326.0,0,1,25%_off,58,84
327.0,0,0,25%_off,58,84
328.0,1,0,buy_one_get_one,59,84
329.0,0,1,25%_off,59,85
330.0,1,0,25%_off,60,85
331.0,0,0,buy_one_get_one,60,85
332.0,0,0,25%_off,60,85
333.0,0,0,buy_one_get_one,60,85
334.0,1,0,25%_off,61,85
335.0,0,0,free_shipping,61,85
336.0,1,1,buy_one_get_one,62,86
337.0,0,0,buy_one_get_one,62,86
338.0,0,0,free_shipping,62,86
339.0,0,1,25%_off,62,87
340.0,0,0,10%_off,62,87
341.0,1,1,25%_off,63,88
342.0,0,0,25%_off,63,88
343.0,1,0,25%_off,64,88
344.0,1,1,buy_one_get_one,65,89
345.0,0,1,buy_one_get_one,65,90
346.0,0,1,25%_off,65,91
347.0,0,1,buy_one_get_one,65,92
348.0,0,0,25%_off,65,92
349.0,1,0,buy_one_get_one,66,92
350.0,0,0,25%_off,66,92
351.0,0,0,buy_one_get_one,66,92
352.0,0,1,25%_off,66,93
353.0,0,0,buy_one_get_one,66,93
354.0,0,0,buy_one_get_one,66,93
355.0,0,0,25%_off,66,93
356.0,0,0,buy_one_get_one,66,93
357.0,0,0,25%_off,66,93
358.0,0,0,25%_off,66,93
359.0,1,0,25%_off,67,93
360.0,1,1,buy_one_get_one,68,94
361.0,1,0,25%_off,69,94
362.0,1,0,25%_off,70,94
363.0,0,0,10%_off,70,94
364.0,0,1,25%_off,70,95
365.0,1,0,25%_off,71,95
366.0,0,0,25%_off,71,95
367.0,0,0,25%_off,71,95
368.0,0,0,buy_one_get_one,71,95
369.0,0,0,buy_one_get_one,71,95
370.0,0,0,25%_off,71,95
371.0,0,0,buy_one_get_one,71,95
372.0,0,1,25%_off,71,96
373.0,0,1,25%_off,71,97
374.0,0,1,buy_one_get_one,71,98
375.0,0,0,25%_off,71,98
376.0,0,0,25%_off,71,98
377.0,0,0,25%_off,71,98
378.0,1,0,25%_off,72,98
379.0,0,0,25%_off,72,98
380.0,0,0,25%_off,72,98
381.0,0,0,buy_one_get_one,72,98
382.0,0,1,free_shipping,72,99
383.0,0,0,free_shipping,72,99
384.0,0,0,buy_one_get_one,72,99
385.0,0,0,25%_off,72,99
386.0,0,0,buy_one_get_one,72,99
387.0,0,1,buy_one_get_one,72,100
388.0,0,0,free_shipping,72,100
389.0,1,0,free_shipping,73,100
390.0,1,0,buy_one_get_one,74,100
391.0,0,0,buy_one_get_one,74,100
392.0,0,1,10%_off,74,101
393.0,0,1,25%_off,74,102
394.0,0,1,10%_off,74,103
395.0,0,1,25%_off,74,104
396.0,0,0,buy_one_get_one,74,104
397.0,0,1,25%_off,74,105
398.0,0,0,25%_off,74,105
399.0,0,0,10%_off,74,105
400.0,0,1,buy_one_get_one,74,106
401.0,0,1,buy_one_get_one,74,107
402.0,0,0,10%_off,74,107
403.0,0,0,25%_off,74,107
404.0,0,0,25%_off,74,107
405.0,0,1,25%_off,74,108
406.0,0,1,buy_one_get_one,74,109
407.0,1,0,25%_off,75,109
408.0,0,0,10%_off,75,109
409.0,0,0,25%_off,75,109
410.0,0,1,10%_off,75,110
411.0,0,0,25%_off,75,110
412.0,0,0,10%_off,75,110
413.0,0,1,25%_off,75,111
414.0,0,0,buy_one_get_one,75,111
415.0,1,1,buy_one_get_one,76,112
416.0,0,0,25%_off,76,112
417.0,0,1,25%_off,76,113
418.0,0,1,buy_one_get_one,76,114
419.0,0,0,25%_off,76,114
420.0,0,0,25%_off,76,114
421.0,0,0,buy_one_get_one,76,114
422.0,0,0,25%_off,76,114
423.0,0,0,25%_off,76,114
424.0,0,0,25%_off,76,114
425.0,0,0,10%_off,76,114
426.0,0,1,buy_one_get_one,76,115
427.0,0,0,buy_one_get_one,76,115
428.0,0,1,25%_off,76,116
429.0,0,0,25%_off,76,116
430.0,0,0,buy_one_get_one,76,116
431.0,0,0,25%_off,76,116
432.0,0,0,buy_one_get_one,76,116
433.0,0,1,25%_off,76,117
434.0,0,0,25%_off,76,117
435.0,0,1,buy_one_get_one,76,118
436.0,0,1,buy_one_get_one,76,119
437.0,0,0,25%_off,76,119
438.0,0,0,25%_off,76,119
439.0,1,1,25%_off,77,120
440.0,0,1,25%_off,77,121
441.0,0,0,25%_off,77,121
442.0,1,0,buy_one_get_one,78,121
443.0,0,1,buy_one_get_one,78,122
444.0,0,0,10%_off,78,122
445.0,0,0,10%_off,78,122
446.0,0,1,25%_off,78,123
447.0,1,0,25%_off,79,123
448.0,0,1,buy_one_get_one,79,124
449.0,0,0,25%_off,79,124
450.0,0,0,25%_off,79,124
451.0,0,1,buy_one_get_one,79,125
452.0,1,0,25%_off,80,125
453.0,0,0,10%_off,80,125
454.0,0,1,10%_off,80,126
455.0,0,1,10%_off,80,127
456.0,0,0,25%_off,80,127
457.0,0,0,buy_one_get_one,80,127
458.0,0,0,buy_one_get_one,80,127
459.0,1,1,buy_one_get_one,81,128
460.0,0,0,10%_off,81,128
461.0,0,0,buy_one_get_one,81,128
462.0,0,0,10%_off,81,128
463.0,0,0,buy_one_get_one,81,128
464.0,0,0,buy_one_get_one,81,128
465.0,0,0,25%_off,81,128
466.0,0,0,buy_one_get_one,81,128
467.0,1,0,10%_off,82,128
468.0,1,0,10%_off,83,128
469.0,0,0,buy_one_get_one,83,128
470.0,0,1,buy_one_get_one,83,129
471.0,0,0,buy_one_get_one,83,129
472.0,0,0,25%_off,83,129
473.0,0,1,25%_off,83,130
474.0,1,0,10%_off,84,130
475.0,0,1,25%_off,84,131
476.0,1,0,25%_off,85,131
477.0,0,1,25%_off,85,132
478.0,0,0,25%_off,85,132
479.0,0,0,10%_off,85,132
480.0,0,0,25%_off,85,132
481.0,0,0,10%_off,85,132
482.0,0,1,buy_one_get_one,85,133
483.0,0,0,25%_off,85,133
484.0,0,0,25%_off,85,133
485.0,0,0,25%_off,85,133
486.0,0,0,buy_one_get_one,85,133
487.0,0,1,buy_one_get_one,85,134
488.0,0,0,10%_off,85,134
489.0,0,0,25%_off,85,134
490.0,0,0,buy_one_get_one,85,134
491.0,0,0,25%_off,85,134
492.0,0,0,25%_off,85,134
493.0,1,0,buy_one_get_one,86,134
494.0,0,0,buy_one_get_one,86,134
495.0,0,0,10%_off,86,134
496.0,0,1,buy_one_get_one,86,135
497.0,0,1,25%_off,86,136
498.0,0,1,buy_one_get_one,86,137
499.0,0,0,25%_off,86,137
500.0,0,1,25%_off,86,138
501.0,1,0,25%_off,87,138
502.0,0,1,buy_one_get_one,87,139
503.0,0,1,free_shipping,87,140
504.0,0,1,free_shipping,87,141
505.0,0,0,buy_one_get_one,87,141
506.0,0,0,free_shipping,87,141
507.0,0,0,25%_off,87,141
508.0,1,1,free_shipping,88,142
509.0,0,0,free_shipping,88,142
510.0,1,0,25%_off,89,142
511.0,0,0,25%_off,89,142
512.0,0,0,25%_off,89,142
513.0,0,0,buy_one_get_one,89,142
514.0,0,0,buy_one_get_one,89,142
515.0,0,1,buy_one_get_one,89,143
516.0,0,0,free_shipping,89,143
517.0,1,0,free_shipping,90,143
518.0,0,0,10%_off,90,143
519.0,1,1,25%_off,91,144
520.0,1,1,buy_one_get_one,92,145
521.0,0,0,10%_off,92,145
522.0,0,1,buy_one_get_one,92,146
523.0,0,1,buy_one_get_one,92,147
524.0,0,0,25%_off,92,147
525.0,0,1,buy_one_get_one,92,148
526.0,0,0,free_shipping,92,148
527.0,0,0,free_shipping,92,148
528.0,0,0,buy_one_get_one,92,148
529.0,0,0,buy_one_get_one,92,148
530.0,0,0,25%_off,92,148
531.0,0,0,25%_off,92,148
532.0,0,1,25%_off,92,149
533.0,1,0,buy_one_get_one,93,149
534.0,1,0,25%_off,94,149
535.0,0,1,free_shipping,94,150
536.0,0,1,free_shipping,94,151
537.0,0,0,25%_off,94,151
538.0,0,0,free_shipping,94,151
539.0,0,0,25%_off,94,151
540.0,0,0,free_shipping,94,151
541.0,1,1,buy_one_get_one,95,152
542.0,0,0,25%_off,95,152
543.0,0,0,free_shipping,95,152
544.0,0,0,25%_off,95,152
545.0,0,0,free_shipping,95,152
546.0,0,0,25%_off,95,152
547.0,1,1,buy_one_get_one,96,153
548.0,0,0,25%_off,96,153
549.0,1,0,buy_one_get_one,97,153
550.0,0,1,25%_off,97,154
551.0,0,0,10%_off,97,154
552.0,0,1,buy_one_get_one,97,155
553.0,0,1,buy_one_get_one,97,156
554.0,0,0,free_shipping,97,156
555.0,1,0,25%_off,98,156
556.0,0,1,buy_one_get_one,98,157
557.0,0,0,25%_off,98,157
558.0,0,0,buy_one_get_one,98,157
559.0,1,1,buy_one_get_one,99,158
560.0,0,0,buy_one_get_one,99,158
561.0,0,1,buy_one_get_one,99,159
562.0,1,1,25%_off,100,160
563.0,0,1,buy_one_get_one,100,161
564.0,0,0,buy_one_get_one,100,161
565.0,0,0,buy_one_get_one,100,161
566.0,1,0,buy_one_get_one,101,161
567.0,0,0,buy_one_get_one,101,161
568.0,0,1,buy_one_get_one,101,162
569.0,0,0,free_shipping,101,162
570.0,0,0,25%_off,101,162
571.0,0,1,buy_one_get_one,101,163
572.0,1,0,buy_one_get_one,102,163
573.0,0,1,buy_one_get_one,102,164
574.0,0,0,buy_one_get_one,102,164
575.0,0,0,buy_one_get_one,102,164
576.0,0,0,buy_one_get_one,102,164
577.0,0,0,buy_one_get_one,102,164
578.0,0,0,25%_off,102,164
579.0,0,0,buy_one_get_one,102,164
580.0,0,0,25%_off,102,164
581.0,0,0,buy_one_get_one,102,164
582.0,1,1,buy_one_get_one,103,165
583.0,0,0,free_shipping,103,165
584.0,0,1,buy_one_get_one,103,166
585.0,0,0,25%_off,103,166
586.0,0,1,buy_one_get_one,103,167
587.0,0,0,buy_one_get_one,103,167
588.0,0,1,25%_off,103,168
589.0,1,0,25%_off,104,168
590.0,0,0,buy_one_get_one,104,168
591.0,0,1,buy_one_get_one,104,169
592.0,0,0,buy_one_get_one,104,169
593.0,0,0,25%_off,104,169
594.0,0,0,10%_off,104,169
595.0,0,1,25%_off,104,170
596.0,0,1,buy_one_get_one,104,171
597.0,1,0,25%_off,105,171
598.0,0,0,buy_one_get_one,105,171
599.0,1,0,buy_one_get_one,106,171
600.0,0,0,buy_one_get_one,106,171
601.0,0,1,buy_one_get_one,106,172
602.0,0,0,buy_one_get_one,106,172
603.0,0,0,25%_off,106,172
604.0,1,0,25%_off,107,172
605.0,0,1,buy_one_get_one,107,173
606.0,0,1,buy_one_get_one,107,174
607.0,1,0,buy_one_get_one,108,174
608.0,0,1,buy_one_get_one,108,175
609.0,0,0,buy_one_get_one,108,175
610.0,0,1,buy_one_get_one,108,176
611.0,0,0,buy_one_get_one,108,176
612.0,0,0,25%_off,108,176
613.0,0,0,10%_off,108,176
614.0,0,0,25%_off,108,176
615.0,0,0,buy_one_get_one,108,176
616.0,0,0,buy_one_get_one,108,176
617.0,0,0,buy_one_get_one,108,176
618.0,0,1,buy_one_get_one,108,177
619.0,0,0,free_shipping,108,177
620.0,0,0,10%_off,108,177
621.0,0,0,25%_off,108,177
622.0,0,1,buy_one_get_one,108,178
623.0,0,1,buy_one_get_one,108,179
624.0,0,1,free_shipping,108,180
625.0,0,1,buy_one_get_one,108,181
626.0,1,1,buy_one_get_one,109,182
627.0,0,0,buy_one_get_one,109,182
628.0,0,1,buy_one_get_one,109,183
629.0,1,0,buy_one_get_one,110,183
630.0,0,1,buy_one_get_one,110,184
631.0,0,1,free_shipping,110,185
632.0,0,1,buy_one_get_one,110,186
633.0,0,0,free_shipping,110,186
634.0,0,0,buy_one_get_one,110,186
635.0,0,1,buy_one_get_one,110,187
636.0,0,1,buy_one_get_one,110,188
637.0,0,0,buy_one_get_one,110,188
638.0,0,0,free_shipping,110,188
639.0,0,1,buy_one_get_one,110,189
640.0,0,0,buy_one_get_one,110,189
641.0,1,0,buy_one_get_one,111,189
642.0,0,0,free_shipping,111,189
643.0,0,1,25%_off,111,190
644.0,0,1,buy_one_get_one,111,191
645.0,0,1,buy_one_get_one,111,192
646.0,0,0,25%_off,111,192
647.0,0,0,free_shipping,111,192
648.0,0,1,25%_off,111,193
649.0,1,0,25%_off,112,193
650.0,0,0,buy_one_get_one,112,193
651.0,0,0,buy_one_get_one,112,193
652.0,0,1,25%_off,112,194
653.0,0,0,25%_off,112,194
654.0,0,1,buy_one_get_one,112,195
655.0,0,1,buy_one_get_one,112,196
656.0,0,1,buy_one_get_one,112,197
657.0,0,0,buy_one_get_one,112,197
658.0,0,1,buy_one_get_one,112,198
659.0,0,0,buy_one_get_one,112,198
660.0,0,0,buy_one_get_one,112,198
661.0,0,1,buy_one_get_one,112,199
662.0,0,0,buy_one_get_one,112,199
663.0,1,0,buy_one_get_one,113,199
664.0,0,0,buy_one_get_one,113,199
665.0,0,0,25%_off,113,199
666.0,1,1,25%_off,114,200
667.0,0,0,25%_off,114,200
668.0,0,0,buy_one_get_one,114,200
669.0,0,0,buy_one_get_one,114,200
670.0,0,0,buy_one_get_one,114,200
671.0,0,0,buy_one_get_one,114,200
672.0,0,1,buy_one_get_one,114,201
673.0,0,0,10%_off,114,201
674.0,0,0,buy_one_get_one,114,201
675.0,1,0,25%_off,115,201
676.0,0,1,buy_one_get_one,115,202
677.0,0,0,buy_one_get_one,115,202
678.0,0,0,buy_one_get_one,115,202
679.0,0,0,buy_one_get_one,115,202
680.0,0,1,buy_one_get_one,115,203
681.0,1,0,free_shipping,116,203
682.0,1,0,free_shipping,117,203
683.0,0,0,25%_off,117,203
684.0,0,0,10%_off,117,203
685.0,0,1,buy_one_get_one,117,204
686.0,0,0,25%_off,117,204
687.0,0,0,buy_one_get_one,117,204
688.0,0,1,25%_off,117,205
689.0,0,0,25%_off,117,205
690.0,0,0,25%_off,117,205
691.0,0,0,buy_one_get_one,117,205
692.0,0,0,buy_one_get_one,117,205
693.0,0,0,buy_one_get_one,117,205
694.0,0,1,buy_one_get_one,117,206
695.0,0,1,buy_one_get_one,117,207
696.0,0,0,buy_one_get_one,117,207
697.0,0,0,25%_off,117,207
698.0,0,0,buy_one_get_one,117,207
699.0,0,0,buy_one_get_one,117,207
700.0,0,0,25%_off,117,207
701.0,1,0,buy_one_get_one,118,207
702.0,0,1,buy_one_get_one,118,208
703.0,0,1,25%_off,118,209
704.0,1,1,buy_one_get_one,119,210
705.0,0,1,buy_one_get_one,119,211
706.0,0,0,buy_one_get_one,119,211
707.0,0,0,buy_one_get_one,119,211
708.0,0,1,buy_one_get_one,119,212
709.0,0,0,buy_one_get_one,119,212
710.0,0,0,buy_one_get_one,119,212
711.0,1,1,25%_off,120,213
712.0,0,1,25%_off,120,214
713.0,1,1,buy_one_get_one,121,215
714.0,0,0,buy_one_get_one,121,215
715.0,0,0,25%_off,121,215
716.0,0,1,buy_one_get_one,121,216
717.0,0,0,buy_one_get_one,121,216
718.0,1,1,buy_one_get_one,122,217
719.0,1,1,buy_one_get_one,123,218
720.0,0,0,25%_off,123,218
721.0,0,0,free_shipping,123,218
722.0,0,0,free_shipping,123,218
723.0,1,0,25%_off,124,218
724.0,0,0,25%_off,124,218
